,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,Response,Country,Frequency,Monetary,Customer_Age
1734,Graduation,Single,29819.0,1,0,77,0,SP,6,39,42
1735,Graduation,Single,81217.0,0,0,77,0,SP,21,1157,24
1736,Graduation,Single,81217.0,0,0,77,0,SP,21,1157,24
1737,Graduation,Single,26095.0,1,0,77,0,SP,4,42,23
1738,2n Cycle,Single,65706.0,0,0,77,1,CA,26,1199,43
1739,Graduation,Single,31859.0,1,0,77,0,SA,3,20,37
1740,PhD,Together,93027.0,0,0,77,0,SP,22,2119,72
1741,Graduation,Single,58710.0,0,1,77,0,AUS,25,1185,43
1742,Master,Together,49618.0,1,1,77,0,SP,7,129,47
1743,Master,Single,58308.0,0,1,77,0,SP,11,900,49
1744,Graduation,Together,40800.0,1,2,77,0,SP,6,99,49
1745,Graduation,Together,18690.0,0,0,77,0,SP,4,60,53
1746,Graduation,Together,18690.0,0,0,77,0,GER,4,60,53
1747,Graduation,Together,18690.0,0,0,77,0,SP,4,60,53
1748,Graduation,Together,28087.0,1,1,77,0,IND,6,112,54
1749,Graduation,Together,75702.0,1,1,77,0,SA,21,1148,45
1750,PhD,Together,32892.0,1,0,78,0,SA,6,46,43
1751,PhD,Together,32892.0,1,0,78,0,SP,6,46,43
1752,Master,Together,89120.0,0,0,78,0,SP,18,1924,55
1753,Graduation,Together,27116.0,1,1,78,0,SA,5,41,53
1754,Graduation,Single,46107.0,1,0,78,0,SA,6,125,25
1755,PhD,Single,54466.0,1,1,78,0,SP,3,16,41
1756,Graduation,Single,59686.0,0,1,78,0,CA,11,274,49
1757,Graduation,Single,82460.0,0,0,78,0,SA,14,974,63
1758,PhD,Single,76045.0,0,0,78,0,SP,20,1323,53
1759,Graduation,Single,83829.0,0,0,78,1,SP,17,1862,38
1760,Graduation,Single,83829.0,0,0,78,1,SP,17,1862,38
1761,Master,Together,32889.0,1,1,78,0,SP,6,55,45
1762,Master,Single,33462.0,1,0,78,0,SA,5,54,34
1763,Graduation,Single,36627.0,2,0,78,0,SA,3,16,38
1764,Graduation,Together,28718.0,1,0,78,0,IND,5,57,31
1765,Graduation,Together,77981.0,1,0,78,0,SP,18,664,41
1766,Graduation,Single,60230.0,0,1,78,0,SP,15,1067,57
1767,Graduation,Together,74918.0,0,0,78,0,SP,20,2047,44
1768,Graduation,Single,40464.0,0,1,78,0,SP,18,630,60
1769,Master,Single,64857.0,0,0,78,0,SP,22,1540,56
1770,Master,Single,64857.0,0,0,78,0,CA,22,1540,56
1771,Graduation,Together,63381.0,0,1,78,0,SP,22,1005,52
1772,Graduation,Together,63381.0,0,1,78,0,SP,22,1005,52
1773,2n Cycle,Together,66664.0,0,0,78,0,SP,18,1289,30
1774,2n Cycle,Together,66664.0,0,0,78,0,SA,18,1289,30
1775,Graduation,Single,86358.0,1,1,78,0,SP,14,1722,46
1776,Graduation,Together,41443.0,1,0,79,0,SA,14,482,37
1777,PhD,Together,57072.0,0,1,79,0,CA,25,1034,53
1778,Graduation,Together,54178.0,0,1,79,0,GER,9,194,47
1779,PhD,Single,48767.0,1,2,79,0,AUS,6,63,64
1780,Master,Single,51124.0,1,1,79,0,CA,4,43,58
1781,Graduation,Single,43020.0,1,0,79,0,US,9,223,43
1782,Graduation,Single,49980.0,0,1,79,0,IND,9,195,50
1783,Graduation,Single,72906.0,0,0,79,0,SP,16,1151,58
1784,2n Cycle,Together,25176.0,1,1,79,0,GER,3,13,37
1785,Graduation,Together,96876.0,0,0,79,1,SP,23,1941,36
1786,2n Cycle,Together,31086.0,1,1,79,0,GER,4,48,34
1787,Graduation,Single,24072.0,1,0,79,0,SP,3,23,30
1788,Graduation,Single,76773.0,0,0,79,0,SP,15,1156,59
1789,Graduation,Together,72190.0,0,0,79,0,AUS,15,1947,48
1790,PhD,Together,83837.0,0,0,79,1,IND,24,1318,64
1791,Graduation,Together,17345.0,1,0,79,0,SP,5,58,34
1792,Master,Single,75154.0,0,1,79,1,US,15,1143,54
1793,Basic,Together,28249.0,0,0,80,0,IND,5,43,53
1794,Basic,Together,28249.0,0,0,80,0,SP,5,43,53
1795,Master,Together,69661.0,0,0,80,0,IND,22,834,34
1796,PhD,Together,27922.0,1,0,80,0,SA,5,41,35
1797,Master,Together,45903.0,0,1,80,0,SA,6,66,48
1798,Master,Single,36273.0,1,0,80,0,SP,6,76,37
1799,Master,Together,70777.0,0,1,80,0,SP,20,787,46
1800,Graduation,Together,17148.0,1,0,80,0,CA,7,68,38
1801,Master,Together,66476.0,0,1,80,0,GER,24,1013,44
1802,Master,Together,45057.0,1,0,80,0,US,5,50,34
1803,Graduation,Together,41120.0,1,1,80,0,SP,6,81,45
1804,PhD,Single,,0,0,80,0,AUS,8,186,54
1805,Master,Single,19485.0,2,0,80,0,IND,3,10,27
1806,PhD,Together,21840.0,1,0,80,0,SP,4,27,30
1807,2n Cycle,Single,41473.0,1,0,80,0,SP,5,76,28
1808,2n Cycle,Single,31395.0,1,1,80,0,SP,6,64,57
1809,PhD,Single,68117.0,0,1,80,1,SP,23,930,66
1810,2n Cycle,Single,47682.0,0,1,80,0,SP,15,521,38
1811,Master,Together,83151.0,0,0,80,1,SP,22,2346,41
1812,PhD,Single,58086.0,0,1,80,0,SP,21,792,44
1813,PhD,Together,84460.0,0,0,80,1,SP,22,523,55
1814,Graduation,Single,66565.0,0,1,80,0,SP,15,1065,50
1815,Graduation,Single,23910.0,1,0,80,0,SP,5,67,43
1816,Graduation,Single,35893.0,1,1,80,0,IND,9,199,44
1817,Graduation,Single,71128.0,1,0,80,0,US,24,1615,39
1818,2n Cycle,Together,38683.0,1,0,80,0,IND,11,341,23
1819,Graduation,Together,37150.0,1,0,80,0,US,13,467,41
1820,Graduation,Together,61064.0,0,1,80,0,SP,23,1080,36
1821,PhD,Together,51650.0,0,1,81,0,IND,9,191,38
1822,Master,Together,55249.0,0,1,81,0,SP,7,130,58
1823,PhD,Single,46854.0,1,1,81,1,IND,9,263,41
1824,Basic,Together,14421.0,0,0,81,0,SP,3,16,18
1825,PhD,Together,54132.0,0,1,81,0,GER,4,42,45
1827,Graduation,Together,64813.0,1,0,81,0,SP,19,745,36
1828,Master,Together,61872.0,0,1,81,0,CA,17,573,43
1829,Graduation,Together,58025.0,0,1,81,0,IND,15,470,34
1830,Master,Together,83790.0,0,0,81,0,SA,24,1615,65
1831,Graduation,Together,34350.0,1,0,81,0,AUS,4,48,34
1832,PhD,Single,33438.0,1,1,81,0,SP,7,90,55
1833,2n Cycle,Together,21955.0,1,0,81,0,SP,6,55,27
1834,PhD,Together,60491.0,0,1,81,0,SP,24,1028,42
1835,PhD,Together,59304.0,0,1,81,0,SP,25,1048,49
1836,Graduation,Together,34421.0,1,0,81,0,SP,3,30,39
1837,Graduation,Together,34421.0,1,0,81,0,SA,3,30,39
1838,PhD,Single,51411.0,1,2,81,0,IND,3,18,60
1839,Graduation,Single,71964.0,0,0,81,0,SP,16,1870,55
1840,PhD,Together,64504.0,1,2,81,1,SP,18,1314,60
1841,Graduation,Together,49678.0,0,1,81,0,SP,12,315,52
1842,Master,Single,60482.0,0,1,81,0,SA,16,507,37
1843,PhD,Single,55260.0,0,1,81,0,SA,23,1139,40
1844,Master,Single,67369.0,0,1,81,1,SP,21,1461,43
1845,Master,Together,47175.0,1,1,81,1,SA,10,240,50
1846,Graduation,Single,68743.0,0,0,81,0,US,29,2074,45
1847,PhD,Together,56937.0,1,0,81,1,SP,23,906,31
1848,Graduation,Together,83033.0,1,0,82,0,SA,25,1761,28
1849,Graduation,Single,37697.0,1,0,82,0,IND,6,84,38
1850,Graduation,Single,37697.0,1,0,82,0,SP,6,84,38
1851,Graduation,Together,44689.0,1,1,82,0,SP,4,34,63
1852,2n Cycle,Together,23162.0,1,1,82,0,CA,5,65,43
1853,Graduation,Single,63033.0,0,0,82,0,US,15,1102,54
1854,PhD,Single,40304.0,1,0,82,0,CA,5,57,46
1855,Graduation,Together,40059.0,1,0,82,0,US,11,414,29
1856,Graduation,Together,80067.0,0,0,82,0,IND,16,1600,59
1857,PhD,Single,36038.0,1,0,82,0,SP,6,47,32
1858,PhD,Single,,1,0,82,0,AUS,6,47,32
1859,Graduation,Together,40521.0,1,1,82,0,SP,3,21,45
1860,PhD,Together,66334.0,0,1,82,1,SP,17,1161,57
1861,Graduation,Single,11012.0,1,0,82,0,IND,6,84,29
1862,Graduation,Single,31615.0,1,0,82,0,SP,5,51,37
1863,Graduation,Together,,1,1,82,0,AUS,6,97,42
1864,PhD,Together,69098.0,0,0,82,0,SP,24,2440,64
1865,Graduation,Single,70792.0,0,0,82,0,SP,17,1272,62
1866,Graduation,Together,17688.0,1,0,82,0,SP,3,11,34
1867,Basic,Together,25443.0,1,0,82,0,SA,4,32,23
1868,PhD,Together,57091.0,0,1,82,1,SP,16,496,40
1869,2n Cycle,Single,24336.0,1,0,82,0,SP,3,31,31
1870,2n Cycle,Together,51111.0,1,1,83,0,SA,5,55,33
1871,Graduation,Single,44503.0,1,1,83,0,SP,5,48,42
1872,Master,Together,56850.0,0,1,83,0,CA,5,63,43
1873,PhD,Single,66582.0,0,0,83,0,SP,19,1288,45
1874,2n Cycle,Together,23148.0,0,0,83,0,SP,5,37,29
1875,Graduation,Together,82224.0,0,0,83,0,GER,20,902,50
1876,PhD,Together,61917.0,1,1,83,0,SP,6,91,39
1877,Graduation,Together,43482.0,2,1,83,0,IND,6,88,47
1878,Graduation,Single,68274.0,1,1,83,0,SA,11,305,34
1879,Graduation,Single,42373.0,1,1,83,0,SP,8,163,39
1880,Master,Together,,0,1,83,0,AUS,9,207,59
1881,Graduation,Single,57537.0,1,0,83,0,AUS,15,545,34
1882,PhD,Single,80995.0,0,1,83,0,CA,21,1482,55
1883,Graduation,Single,30992.0,1,0,83,0,CA,4,43,37
1884,Graduation,Single,30992.0,1,0,83,0,CA,4,43,37
1885,PhD,Together,78642.0,0,1,83,0,SP,17,1816,42
1886,Graduation,Together,74268.0,0,0,83,0,SA,12,892,58
1887,Graduation,Together,75072.0,0,1,83,0,SP,17,1073,51
1888,Graduation,Together,56253.0,0,1,83,0,SP,18,597,49
1889,Graduation,Together,59925.0,0,1,83,0,SP,20,766,57
1890,Graduation,Together,62807.0,0,1,83,0,SP,20,819,52
1891,Graduation,Together,62807.0,0,1,83,0,CA,20,819,52
1892,PhD,Together,23626.0,1,0,84,0,GER,7,43,44
1893,Master,Together,46106.0,1,1,84,0,SA,4,54,38
1894,Graduation,Together,81168.0,0,0,84,0,SP,17,1193,49
1895,Graduation,Together,27244.0,1,0,84,0,SP,6,101,35
1896,Graduation,Together,26091.0,1,1,84,0,IND,6,89,57
1897,Graduation,Together,26091.0,1,1,84,0,SP,6,89,57
1898,Master,Together,43142.0,1,1,84,0,AUS,3,20,45
1899,Graduation,Together,38232.0,1,1,84,0,SP,7,122,43
1900,Graduation,Together,92533.0,0,0,84,0,GER,22,1131,28
1901,Graduation,Single,63285.0,0,0,84,0,SP,24,1103,68
1902,Graduation,Together,38946.0,0,1,84,0,US,10,257,58
1903,Graduation,Together,38946.0,0,1,84,0,CA,10,257,58
1904,PhD,Together,40233.0,0,1,84,0,SA,8,149,38
1905,2n Cycle,Together,46831.0,1,1,84,0,SP,5,78,44
1906,Graduation,Together,67605.0,0,0,84,0,SP,16,938,26
1907,Master,Single,70379.0,0,1,84,0,CA,22,860,37
1908,2n Cycle,Single,77297.0,0,0,84,0,SP,21,789,56
1909,Graduation,Together,55759.0,0,1,84,0,CA,21,854,50
1910,Master,Single,58217.0,2,1,84,0,SP,6,103,61
1911,Graduation,Together,51369.0,0,1,84,0,SA,14,576,36
1912,Graduation,Together,51369.0,0,1,84,0,SA,14,576,36
1913,Graduation,Single,91249.0,0,0,84,1,SP,22,1676,56
1914,2n Cycle,Together,52513.0,0,0,84,0,SP,23,1149,34
1915,Master,Together,44159.0,1,0,85,0,SA,11,275,44
1916,Graduation,Together,76081.0,0,0,85,0,SP,13,1033,52
1917,Graduation,Together,76081.0,0,0,85,0,IND,13,1033,52
1918,Graduation,Single,39996.0,1,1,85,0,AUS,3,15,40
1919,PhD,Together,55012.0,0,1,85,0,SP,19,660,41
1920,Graduation,Single,77457.0,0,0,85,0,SA,17,1157,67
1921,Graduation,Single,80695.0,0,0,85,0,US,18,1918,50
1922,Graduation,Together,71866.0,0,1,85,0,AUS,19,715,57
1923,Master,Together,73450.0,0,0,85,0,SP,26,1804,31
1924,PhD,Single,55614.0,0,0,85,0,SP,19,682,69
1926,2n Cycle,Together,30753.0,1,1,85,0,CA,5,81,46
1927,Master,Together,54603.0,1,1,85,0,SP,10,227,57
1928,Graduation,Together,22280.0,1,0,85,0,SP,3,13,38
1929,Master,Together,59385.0,1,1,85,0,SP,8,185,62
1930,Graduation,Together,76998.0,0,1,85,0,CA,27,1910,58
1931,Master,Together,80573.0,0,0,85,0,SA,23,1564,41
1932,Master,Together,80573.0,0,0,85,0,SP,23,1564,41
1933,Graduation,Together,24711.0,0,0,86,0,SP,6,58,32
1934,PhD,Together,38829.0,0,1,86,0,GER,7,99,55
1935,PhD,Single,71466.0,0,0,86,0,CA,18,1230,40
1936,Master,Together,28839.0,1,1,86,0,SP,5,32,58
1937,Graduation,Together,53790.0,0,2,86,0,SP,17,542,63
1938,Master,Single,73705.0,0,2,86,0,SP,23,1695,63
1939,Graduation,Together,22448.0,1,0,86,0,SA,6,55,32
1940,Graduation,Single,12571.0,1,0,86,0,SA,7,53,38
1941,Master,Together,73113.0,0,0,86,0,SA,14,1001,53
1942,Graduation,Together,35765.0,1,0,86,0,CA,6,75,23
1943,PhD,Single,46734.0,1,2,86,0,SP,8,223,47
1944,PhD,Together,66313.0,0,1,86,0,SA,21,770,50
1945,Master,Together,68148.0,0,0,86,0,SP,14,1042,56
1946,Graduation,Together,44393.0,1,1,86,0,SP,5,60,48
1947,PhD,Together,38197.0,1,0,86,0,SP,4,40,27
1948,PhD,Together,51012.0,0,0,86,0,SP,9,209,67
1949,PhD,Together,51012.0,0,0,86,0,SP,9,209,67
1950,Graduation,Together,13672.0,1,1,86,0,SP,4,25,53
1951,Graduation,Together,41452.0,1,1,86,0,CA,3,16,60
1952,Graduation,Together,42081.0,1,0,86,0,SP,13,382,31
1953,Basic,Single,14906.0,0,0,86,0,SA,6,66,26
1954,2n Cycle,Single,33812.0,1,0,86,0,US,6,133,27
1955,Master,Single,46098.0,1,1,86,0,SP,7,120,37
1956,Master,Single,46098.0,1,1,86,0,CA,7,120,37
1957,Master,Single,46098.0,1,1,86,1,IND,7,120,37
1958,2n Cycle,Together,53230.0,0,1,86,0,GER,19,732,56
1959,Master,Together,88420.0,0,0,87,0,SP,19,2069,25
1960,2n Cycle,Single,39548.0,1,1,87,0,SP,5,54,51
1961,Graduation,Together,61278.0,0,1,87,0,SP,8,165,61
1962,Graduation,Single,81246.0,0,0,87,0,SP,16,1379,49
1963,Graduation,Single,58330.0,0,1,87,0,SP,23,1064,38
1964,Graduation,Single,58330.0,0,1,87,0,GER,23,1064,38
1965,Graduation,Together,65777.0,0,0,87,0,US,16,1146,46
1966,2n Cycle,Together,70829.0,1,1,87,0,SP,14,431,33
1967,Master,Together,,0,0,87,0,GER,14,985,40
1968,Master,Single,59247.0,0,2,87,0,SP,16,574,51
1969,Graduation,Single,25930.0,1,1,87,0,SP,3,15,46
1970,Graduation,Together,54753.0,0,1,87,0,SA,18,728,54
1971,PhD,Together,28440.0,1,0,87,0,SP,5,63,39
1972,2n Cycle,Together,23559.0,1,0,87,0,GER,6,79,40
1973,Graduation,Single,62335.0,0,1,87,0,SP,19,708,61
1974,Graduation,Together,63777.0,1,1,87,0,IND,18,653,34
1975,Graduation,Together,59666.0,1,1,87,0,CA,13,1027,41
1976,Master,Together,50965.0,0,1,87,0,SP,19,685,57
1977,2n Cycle,Together,71488.0,0,0,87,0,CA,14,559,48
1978,Graduation,Single,72228.0,0,0,87,0,SP,21,1250,60
1979,PhD,Single,46231.0,2,1,87,0,SA,11,263,59
1980,Graduation,Together,75702.0,0,1,87,0,SP,28,1921,38
1981,Graduation,Single,43300.0,0,1,87,1,CA,8,180,41
1982,Graduation,Together,78618.0,0,0,87,0,SP,21,2153,55
1983,Graduation,Together,,1,1,87,0,AUS,4,45,54
1984,Graduation,Single,29760.0,1,0,87,0,GER,8,165,27
1985,Graduation,Single,29760.0,1,0,87,0,SP,8,165,27
1986,Graduation,Together,50127.0,0,1,88,0,SP,12,320,52
1987,Graduation,Together,29604.0,1,0,88,0,SA,4,53,25
1988,Graduation,Together,49413.0,0,1,88,0,SP,11,304,61
1989,Graduation,Together,51876.0,0,0,88,0,GER,12,310,55
1990,Graduation,Together,45837.0,1,1,88,0,SP,13,373,39
1991,PhD,Single,85696.0,0,0,88,1,SP,19,1313,51
1992,PhD,Single,85696.0,0,0,88,1,SP,19,1313,51
1993,Master,Single,59432.0,0,1,88,0,SP,19,663,51
1994,Graduation,Single,43185.0,0,1,88,0,AUS,18,637,62
1995,PhD,Together,60631.0,1,1,88,0,GER,19,661,38
1996,Master,Together,20559.0,1,0,88,0,AUS,5,53,28
1997,Master,Together,50898.0,1,1,88,0,SA,20,859,57
1998,Graduation,Together,73807.0,0,1,88,0,IND,21,849,35
1999,Master,Together,14661.0,0,0,88,0,SP,4,26,57
2000,Graduation,Together,36807.0,1,1,88,0,IND,3,16,58
2001,2n Cycle,Together,46772.0,0,1,88,0,CA,24,1048,37
2002,PhD,Together,81574.0,0,0,89,0,SA,17,1798,67
2003,Graduation,Together,30772.0,1,1,89,0,CA,3,20,38
2004,PhD,Together,46377.0,1,0,89,0,SA,6,90,36
2005,PhD,Together,78128.0,0,1,89,0,GER,18,1264,40
2006,PhD,Together,83443.0,0,0,89,0,GER,21,1497,41
2007,2n Cycle,Together,50523.0,1,1,89,0,US,6,91,53
2008,Graduation,Together,47009.0,0,1,89,0,SP,13,448,48
2009,Master,Together,37054.0,1,1,89,0,SA,4,25,46
2010,PhD,Together,32011.0,1,0,89,0,SP,7,122,42
2011,2n Cycle,Together,82122.0,0,0,89,0,SP,25,1382,51
2012,Graduation,Single,70300.0,1,0,89,0,SP,23,1596,38
2013,Master,Together,21024.0,0,0,89,0,SP,6,84,37
2014,Graduation,Together,34916.0,2,0,89,0,SA,9,231,45
2015,Graduation,Together,27943.0,1,1,89,0,SP,5,37,46
2016,Master,Together,39791.0,0,1,89,0,SP,8,174,42
2017,PhD,Together,62745.0,0,1,89,0,SA,26,1117,48
2018,Graduation,Single,18589.0,0,0,89,0,US,6,75,44
2019,Graduation,Together,85606.0,0,1,89,0,SP,22,1956,36
2020,Basic,Together,26997.0,0,0,89,0,SP,11,434,61
2021,Graduation,Single,82332.0,0,0,89,1,GER,20,2006,51
2022,PhD,Together,38853.0,1,1,90,0,IND,5,45,44
2023,Master,Single,27071.0,1,0,90,0,SP,5,35,46
2024,PhD,Single,90933.0,0,0,90,0,SP,14,1685,60
2025,PhD,Together,65814.0,0,1,90,0,SP,20,747,48
2026,PhD,Together,74250.0,0,0,90,0,CA,17,1158,56
2027,Master,Together,33181.0,1,0,90,0,SP,3,16,38
2028,Master,Single,45006.0,0,0,90,0,SP,11,266,69
2029,Master,Together,42315.0,0,1,90,0,US,9,270,55
2030,PhD,Together,48699.0,1,1,90,0,AUS,4,40,63
2031,Graduation,Together,59111.0,0,0,90,0,AUS,20,869,59
2032,Graduation,Together,48726.0,0,1,90,0,GER,9,242,58
2033,Graduation,Single,37244.0,1,1,90,0,SP,4,55,58
2034,Graduation,Together,74854.0,1,2,90,0,GER,12,1562,43
2035,PhD,Together,60896.0,0,1,90,1,CA,23,1701,48
2036,PhD,Together,67546.0,0,0,90,0,SA,19,2126,24
2037,PhD,Together,67546.0,0,0,90,0,SP,19,2126,24
2038,Graduation,Single,46923.0,1,0,90,0,SP,13,369,25
2039,Graduation,Together,38988.0,1,2,90,0,SP,12,348,40
2040,2n Cycle,Single,49118.0,0,0,90,1,SP,26,1229,41
2041,PhD,Together,27683.0,1,0,90,0,SP,12,351,34
2042,PhD,Single,39190.0,1,0,91,0,SP,7,133,40
2043,Graduation,Single,56981.0,0,0,91,0,SA,18,1241,33
2044,Graduation,Together,23228.0,1,0,91,0,CA,7,121,30
2045,Graduation,Together,90000.0,0,0,91,0,CA,17,1479,29
2046,PhD,Together,55707.0,0,1,91,0,SP,14,428,60
2047,Graduation,Single,9255.0,1,0,91,0,IND,4,22,24
2048,PhD,Single,42997.0,1,1,91,0,SP,3,15,36
2049,Graduation,Together,71232.0,0,1,91,0,SP,23,917,54
2050,PhD,Together,57744.0,0,1,91,0,SP,14,411,59
2051,Master,Together,33585.0,0,1,91,0,SP,6,122,47
2052,2n Cycle,Together,46891.0,0,1,91,0,GER,7,183,48
2053,2n Cycle,Together,46891.0,0,1,91,0,SP,7,183,48
2054,Graduation,Together,50387.0,0,2,91,0,SP,16,525,57
2055,Graduation,Together,76653.0,0,0,91,0,SP,22,2279,44
2056,PhD,Together,76542.0,0,0,91,0,SP,22,1483,57
2057,Master,Together,76995.0,0,1,91,0,US,24,1782,64
2058,Graduation,Together,38415.0,1,1,91,0,SP,4,44,35
2059,Graduation,Single,22304.0,0,0,91,0,SP,3,18,56
2060,Graduation,Single,75127.0,0,0,92,0,GER,18,833,62
2061,Graduation,Single,75127.0,0,0,92,0,SA,18,833,62
2062,Graduation,Together,39722.0,0,1,92,0,SP,5,47,61
2063,PhD,Single,7144.0,0,2,92,0,SP,25,416,47
2064,Graduation,Together,39771.0,1,0,92,0,SA,5,50,36
2065,Master,Single,42618.0,1,0,92,0,SP,9,192,41
2066,PhD,Together,51518.0,0,1,92,0,GER,15,449,55
2067,Graduation,Together,74716.0,0,1,92,0,SP,15,860,41
2068,Graduation,Single,33955.0,1,0,92,0,SA,11,270,38
2069,Master,Together,45736.0,0,1,92,0,GER,14,437,59
2070,Graduation,Single,31632.0,0,0,92,0,SP,5,95,42
2071,Graduation,Together,60093.0,0,1,92,0,SP,19,735,39
2072,Graduation,Single,30822.0,1,0,92,0,SP,4,51,44
2073,Graduation,Together,41728.0,1,0,92,0,AUS,4,55,45
2074,Master,Together,80739.0,0,0,92,0,SP,23,1633,55
2075,Graduation,Single,49767.0,0,0,92,0,US,17,692,22
2076,Basic,Together,34445.0,0,0,92,0,SP,21,839,32
2077,Graduation,Single,67046.0,0,1,92,0,AUS,13,993,62
2078,Graduation,Together,73538.0,0,1,92,0,CA,23,1658,47
2079,Graduation,Together,80398.0,0,0,92,0,SP,25,1597,46
2080,Master,Together,52973.0,0,1,92,0,SA,24,1152,56
2081,Graduation,Together,38998.0,1,1,92,0,SP,5,54,58
2082,Graduation,Together,38998.0,1,1,92,0,SA,5,54,58
2083,2n Cycle,Together,26490.0,0,0,92,0,SA,9,210,54
2084,2n Cycle,Together,26490.0,0,0,92,0,SP,9,210,54
2085,2n Cycle,Together,23331.0,1,0,92,0,IND,6,103,24
2086,Graduation,Together,60544.0,1,1,92,0,AUS,11,289,51
2087,Graduation,Together,60544.0,1,1,92,0,GER,11,289,51
2088,PhD,Together,49269.0,1,0,92,0,SP,22,890,41
2089,Graduation,Together,27203.0,1,1,92,0,SP,4,64,62
2090,2n Cycle,Together,45204.0,1,0,93,0,SA,6,114,26
2091,Graduation,Together,67023.0,0,0,93,0,SP,23,906,36
2092,Graduation,Together,77583.0,0,0,93,0,SA,18,1149,36
2093,Graduation,Together,76630.0,0,0,93,0,SA,24,1003,31
2094,Master,Together,47353.0,0,1,93,0,SP,10,225,53
2095,Graduation,Together,48920.0,0,2,93,0,SP,13,347,49
2096,PhD,Together,67472.0,0,1,93,0,SP,13,414,66
2097,Master,Together,64100.0,0,1,93,0,SA,17,546,49
2098,Graduation,Together,38872.0,1,0,93,0,IND,6,91,25
2099,Master,Single,72217.0,0,0,93,0,GER,21,1573,51
2100,Basic,Single,15038.0,1,0,93,0,SP,5,80,26
2101,Graduation,Together,13624.0,1,0,93,0,SP,5,36,37
2102,Graduation,Together,42554.0,1,1,93,0,AUS,5,41,35
2103,Graduation,Together,71952.0,1,0,93,0,SP,20,1443,27
2104,Graduation,Together,71952.0,1,0,93,0,AUS,20,1443,27
2105,2n Cycle,Together,78041.0,0,0,93,0,GER,17,1319,41
2106,Master,Single,63972.0,0,1,93,0,SA,19,1269,48
2107,Graduation,Together,52852.0,0,1,93,0,GER,22,879,55
2108,PhD,Together,62010.0,0,1,93,0,SP,15,530,40
2109,Master,Together,83151.0,0,0,93,0,SP,18,747,52
2110,Graduation,Together,77870.0,0,1,93,1,SP,15,1815,45
2111,Graduation,Together,46931.0,2,1,94,0,SP,5,78,37
2112,Graduation,Single,85072.0,0,0,94,0,SA,17,1423,37
2113,Master,Together,73395.0,0,0,94,0,SP,14,397,27
2114,Graduation,Single,62307.0,0,1,94,0,SP,8,160,62
2115,PhD,Together,58293.0,1,0,94,0,US,14,422,33
2116,Graduation,Together,47889.0,1,0,94,0,SA,5,67,40
2117,Basic,Together,24594.0,1,0,94,0,CA,4,29,34
2118,Basic,Together,24594.0,1,0,94,0,SA,4,29,34
2119,Master,Single,69882.0,0,0,94,0,SP,19,1478,48
2120,Graduation,Together,24221.0,0,0,94,0,SP,5,55,54
2121,Graduation,Single,22327.0,1,0,94,0,SP,4,24,28
2122,Master,Together,61923.0,0,2,94,0,US,7,126,52
2123,Master,Single,35791.0,2,1,94,0,SP,4,35,48
2124,Master,Single,35791.0,2,1,94,0,US,4,35,48
2125,Master,Single,91172.0,0,0,94,1,CA,14,1092,23
2126,Graduation,Together,35441.0,1,1,94,0,CA,4,39,46
2127,Graduation,Together,19656.0,1,0,94,0,SP,6,84,43
2128,Graduation,Together,7500.0,0,0,94,0,IND,3,15,26
2129,Graduation,Together,71626.0,0,0,94,0,SP,18,1305,33
2130,Graduation,Together,75330.0,1,1,94,0,US,25,1109,35
2131,Master,Together,34529.0,1,0,94,0,SP,7,162,36
2132,Graduation,Single,48789.0,0,0,94,0,CA,17,680,20
2133,PhD,Single,34487.0,1,1,94,0,SP,6,103,35
2134,2n Cycle,Together,35688.0,2,1,94,0,CA,9,211,39
2135,2n Cycle,Together,35688.0,2,1,94,0,SP,9,211,39
2136,Graduation,Single,53700.0,0,1,94,0,SA,18,694,60
2137,Master,Single,73454.0,0,0,95,0,SP,12,1651,27
2138,Graduation,Together,71113.0,0,1,95,0,SP,22,835,56
2139,Graduation,Single,,0,1,95,0,AUS,12,450,58
2140,Master,Together,31535.0,1,0,95,0,SP,4,51,33
2141,Graduation,Together,80812.0,0,0,95,0,IND,17,1677,60
2142,Graduation,Together,40479.0,1,0,95,0,SP,3,15,31
2143,Graduation,Together,29440.0,1,1,95,0,GER,5,56,53
2144,Graduation,Together,38508.0,1,0,95,0,SP,14,443,27
2145,Graduation,Together,69520.0,0,0,95,0,AUS,20,1455,30
2146,Graduation,Single,18701.0,1,1,95,0,SA,6,44,49
2147,Graduation,Single,18701.0,1,1,95,0,SP,6,44,49
2148,Graduation,Single,69901.0,0,1,95,0,SP,20,882,44
2149,Graduation,Together,47703.0,0,1,95,0,SP,17,655,60
2150,Graduation,Single,86037.0,0,0,95,1,CA,24,730,22
2151,Graduation,Single,71847.0,0,0,95,0,SP,22,1192,34
2152,2n Cycle,Together,42033.0,1,1,95,0,SP,3,25,41
2153,Graduation,Single,51983.0,0,1,95,0,IND,21,793,48
2154,Graduation,Single,68655.0,0,0,95,0,SP,20,1538,24
2155,Graduation,Single,68655.0,0,0,95,0,SA,20,1538,24
2156,Graduation,Together,38285.0,2,1,96,0,IND,3,10,55
2157,Master,Together,79419.0,0,0,96,0,CA,14,1631,44
2158,Graduation,Single,57338.0,0,1,96,0,US,10,237,39
2159,Graduation,Together,42523.0,0,0,96,0,GER,6,125,50
